custom/avg_speed,custom/avg_center_dev,custom/routes_completed,custom/mean_reward,custom/total_distance,custom/total_reward,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/std,train/n_updates,train/policy_gradient_loss,train/loss
7.230207450803889,0.7182092347148347,0.7435897435897436,0.13935908341603087,29.011657206355267,60.62120128597343,,,,,,,,,,,,,,,,,
7.974311846302066,0.6368446138665457,0.11016949152542373,0.20934424009317062,25.577589828986675,80.59753243587069,,,,,,,,,,,,,,,,,
,,,,,,35,1024,70.593665,1,409.0,28,,,,,,,,,,,
8.149040959927662,0.5909086531018435,0.6379310344827587,0.19763298431249854,36.96689197374508,97.43306126606178,,,,,,,-2.844664840400219,0.09978032112121582,0.0032462925,1.510094010271132,0.0451171875,0.2,9.9797351809024e-05,1.0065662860870361,10,-0.005524582677753642,0.14530669152736664
7.01355081151631,0.8515226235614571,0.02531645569620253,0.10009814094161963,14.118058172985911,24.123651966930332,,,,,,,,,,,,,,,,,
7.67209544892268,0.7146913482141833,0.3620689655172414,0.1762967526232059,21.099836014211178,55.88607058155627,,,,,,,,,,,,,,,,,
,,,,,,70,2048,63.69465399999999,2,373.2,28,,,,,,,,,,,
8.999431505587216,0.9343279214542402,0.034255599472990776,0.15392272392414882,25.10714964196086,40.17383094420284,,,,,,,-2.856522963941097,0.5388829708099365,0.0045501627,1.375543765258044,0.037109375,0.2,9.9594911236096e-05,1.0139029026031494,20,-0.007771410519490018,-0.030319496989250183
7.732079562007246,0.5429767271754262,0.4090909090909091,0.22474154672268737,16.835538884159178,56.63486977411722,,,,,,,,,,,,,,,,,
,,,,,,104,3072,59.31455257142857,3,339.57142857142856,29,,,,,,,,,,,
10.414674010133794,0.41250489834151277,0.11368015414258188,0.30249442291776946,63.63731092168018,210.83861277368533,,,,,,,-2.869539949297905,0.8169240057468414,0.007107511,1.5898939326405526,0.06806640625,0.2,9.939267828121601e-05,1.0183883905410767,30,-0.011976086464710534,0.12058229744434357
10.659728169494267,0.44069562092348225,0.7333333333333333,0.28731840816612,31.02756667882204,102.85999012347095,,,,,,,,,,,,,,,,,
8.844913379269098,0.529361442860875,0.08333333333333333,0.23598500116266752,23.604826789349318,73.3913353615896,,,,,,,,,,,,,,,,,
,,,,,,140,4096,80.21099389999999,4,374.0,29,,,,,,,,,,,
9.549068462489272,0.7574819883401331,1.1111111111111112,0.18986840698035826,185.82531613321044,140.88235797942582,,,,,,,-2.8774014160037042,0.8723803460597992,0.016004903,1.4750692561268806,0.1466796875,0.2,9.9190652944384e-05,1.0216248035430908,40,-0.017963124421657994,-0.011812761425971985
,,,,,,174,5120,85.72309718181818,5,407.3636363636364,29,,,,,,,,,,,
13.396555923412732,0.6486302625747327,0.3029197080291971,0.29233638072494716,79.36232195608318,187.38762004469115,,,,,,,-2.8854878827929498,0.6947583854198456,0.010863478,2.2584429915994404,0.09892578125,0.2,9.89888352256e-05,1.0271940231323242,50,-0.015127992207999342,0.23835596442222595
,,,,,,212,6144,94.18927383333333,6,426.75,28,,,,,,,,,,,
,,,,,,245,7168,94.18927383333333,7,426.75,29,-2.8919936075806616,0.6666276454925537,0.0092374245,1.9679855495691299,0.08955078125,0.2,9.8787225124864e-05,1.0270947217941284,60,-0.01644029631279409,0.03152763843536377
15.232050591845882,0.7582544869400589,1.2827868852459017,0.32282033594646947,411.6768975369632,662.4273293621553,,,,,,,-2.8946363404393196,0.7077934145927429,0.007078474,1.3298188999295235,0.109375,0.2,9.858582264217601e-05,1.0309114456176758,70,-0.015389797184616328,0.23518702387809753
,,,,,,279,8192,137.89503684615386,8,551.6923076923077,29,,,,,,,,,,,
,,,,,,314,9216,137.89503684615386,9,551.6923076923077,29,-2.898965668678284,0.6227677762508392,0.013519488,2.5046386066824198,0.0787109375,0.2,9.838462777753601e-05,1.0307925939559937,80,-0.00914776279241778,0.7329035401344299
,,,,,,349,10240,137.89503684615386,10,551.6923076923077,29,-2.900765614211559,0.5439657866954803,0.0070176963,2.336272123456001,0.06787109375,0.2,9.8183640530944e-05,1.033681035041809,90,-0.011768821213627234,0.7937271595001221
20.1199992442094,0.5853050280602139,1.8325581395348838,0.42976587668196764,694.2546429154463,1319.3812414136407,,,,,,,-2.9057944610714914,0.621670126914978,0.007592799,4.618801928311586,0.09169921875,0.2,9.79828609024e-05,1.0354551076889038,100,-0.011283552763052285,0.8991853594779968
13.939855984319832,0.5259857908367905,0.6590909090909091,0.2786931265689318,27.976020189467818,71.06674727507762,,,,,,,,,,,,,,,,,
20.503177210268078,0.4019160445718163,0.2329896907216495,0.449997287764557,111.77753463666886,283.4982912916709,,,,,,,,,,,,,,,,,
,,,,,,384,11264,216.65046193749998,11,695.25,29,,,,,,,,,,,
,,,,,,418,12288,216.65046193749998,12,695.25,29,-2.909343822300434,0.7989274710416794,0.0095037045,3.5989441107958555,0.07158203125,0.2,9.778228889190399e-05,1.037528157234192,110,-0.012636102485703304,0.46618032455444336
19.16858340501399,0.3298921845625542,1.7268722466960353,0.4985238491205275,390.6621382134035,581.278808074535,,,,,,,-2.913346120715141,0.6724037230014801,0.006712011,4.489569609612227,0.08681640625,0.2,9.758192449945601e-05,1.03980553150177,120,-0.014418849593494088,0.939054012298584
,,,,,,453,13312,238.09517594117645,13,722.8823529411765,29,,,,,,,,,,,
