custom/avg_speed,custom/avg_center_dev,custom/routes_completed,custom/mean_reward,custom/total_distance,custom/total_reward,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/std,train/n_updates,train/policy_gradient_loss,train/loss
,,,,,,485,14336,238.09517594117645,14,722.8823529411765,29,-2.918754169344902,0.8376611322164536,0.009510742,2.6689230136573316,0.1013671875,0.2,9.738176772505601e-05,1.0431448221206665,130,-0.015613390458747744,0.22328388690948486
16.14334940031631,0.5500939361140402,1.296629213483146,0.4129959992938524,393.3112872764468,1095.2653901272965,,,,,,,-2.921311455965042,0.885822668671608,0.007117246,2.439947671070695,0.07451171875,0.2,9.718181856870401e-05,1.041669249534607,140,-0.012016887962818145,1.6068196296691895
,,,,,,523,15360,285.71039583333334,15,830.0,29,,,,,,,,,,,
,,,,,,559,16384,285.71039583333334,16,830.0,29,-2.9204666689038277,0.8541938960552216,0.011174752,1.974120519310236,0.08798828125,0.2,9.698207703039999e-05,1.0431554317474365,150,-0.015072285605128855,0.3578838109970093
,,,,,,593,17408,285.71039583333334,17,830.0,29,-2.9242593199014664,0.7112522125244141,0.0055119195,2.463976688310504,0.06875,0.2,9.678254311014401e-05,1.0456297397613525,160,-0.011190113841439597,0.2968664765357971
,,,,,,626,18432,285.71039583333334,18,830.0,29,-2.928514741361141,0.7802092730998993,0.009664132,1.8976370148360728,0.11328125,0.2,9.658321680793602e-05,1.0475614070892334,170,-0.015264332416700199,0.28792887926101685
,,,,,,660,19456,285.71039583333334,19,830.0,29,-2.9354048922657965,0.8989136442542076,0.0218291,1.5323947183787823,0.16611328125,0.2,9.638409812377601e-05,1.0536320209503174,180,-0.021583981986623257,0.18146002292633057
,,,,,,695,20480,285.71039583333334,20,830.0,29,-2.943298076093197,0.8835741579532623,0.010702422,1.7094891615211965,0.1091796875,0.2,9.6185187057664e-05,1.0551378726959229,190,-0.013734470418421551,0.10024067759513855
17.10427398543887,0.4726296532073772,3.5344827586206895,0.4464594930253995,1325.0853686165065,2661.3450379244064,,,,,,,-2.9463586822152137,0.6485327780246735,0.009997231,2.2190305192023514,0.1146484375,0.2,9.59864836096e-05,1.0565736293792725,200,-0.018844055489171296,0.38978031277656555
14.080297121439155,0.35689783484604404,0.1638655462184874,0.40328636753293795,36.89753215573728,107.67746013129444,,,,,,,,,,,,,,,,,
,,,,,,732,21504,395.58557429999996,21,1058.3,29,,,,,,,,,,,
,,,,,,767,22528,395.58557429999996,22,1058.3,29,-2.951028600335121,0.8246877938508987,0.009589131,1.8651400726288556,0.0703125,0.2,9.578798777958401e-05,1.060442566871643,210,-0.014514449454145506,0.18882796168327332
,,,,,,800,23552,395.58557429999996,23,1058.3,29,-2.9573071137070657,0.8917927220463753,0.010199291,1.4401119403541087,0.14345703125,0.2,9.5589699567616e-05,1.0633018016815186,220,-0.012598101753974333,0.12224380671977997
16.867124039450324,0.5284511685632269,1.6183368869936035,0.42748931089531306,552.573480470106,1024.6918782160653,,,,,,,-2.964117816090584,0.8927462920546532,0.01011011,1.2371796583756804,0.140625,0.2,9.5391618973696e-05,1.0674397945404053,230,-0.018825878360075876,0.1568611115217209
,,,,,,836,24576,425.5374875714285,24,1122.0,29,,,,,,,,,,,
